run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path,min_skew,min_power,min_wl,gap_skew,gap_power,gap_wl
1857,aes_run_20260124_204225,aes,1.0,52,0.75,AREA 1,0,0,1,272,146,29,59,0.753558,-0.713866,-0.807583,-0.113889,-311.688,-0.975154,1248,224,0.0535834,716276,0.521469,191,81,311,dataset_root/graphs/raw_graphs/aes_run_20260124_204225_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204225_clustered.pt,0.526491,0.032315,570649,1.4312837256477318,1.6581587498065913,1.2551954003248933
1858,aes_run_20260124_204225,aes,1.0,52,0.75,AREA 1,0,0,1,227,130,26,39,0.715701,-0.674833,-0.788901,-0.123615,-386.983,-6.23559,1316,799,0.0592002,797124,0.533689,426,217,311,dataset_root/graphs/raw_graphs/aes_run_20260124_204225_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204225_clustered.pt,0.526491,0.032315,570649,1.359379362610187,1.8319727680643663,1.3968726835585448
1859,aes_run_20260124_204225,aes,1.0,52,0.75,AREA 1,0,0,1,273,74,25,42,0.617383,-0.659273,-0.783079,-0.125137,-348.543,-4.87313,1227,683,0.0576746,777357,0.530789,372,217,311,dataset_root/graphs/raw_graphs/aes_run_20260124_204225_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204225_clustered.pt,0.526491,0.032315,570649,1.1726373290331649,1.7847624941977407,1.362233176611192
1860,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,234,112,18,66,0.536206,-0.53608,-0.623863,-0.1075,-46.5381,-10.3073,273,1646,0.0367484,581718,0.646808,265,20,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.0184523572102846,1.1371932539068543,1.019397212647354
1861,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,151,115,14,41,0.688035,-0.691514,-0.617507,-0.113967,-43.8688,-16.8001,270,1872,0.0401409,588893,0.656309,381,121,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.3068314558083611,1.2421754603125483,1.031970615912759
1862,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,279,95,28,40,0.723281,-0.734591,-0.631867,-0.115273,-35.0316,-8.98385,201,1454,0.0404109,588931,0.657394,341,203,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.37377656977992,1.2505307132910413,1.0320372067593213
1863,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,195,85,21,48,0.723426,-0.723395,-0.631411,-0.110536,-44.84,-6.86118,272,1327,0.0375973,582972,0.64915,257,74,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.3740519780964915,1.1634627881788642,1.021594710583914
1864,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,246,75,12,63,0.579399,-0.575329,-0.623522,-0.113516,-42.978,-19.9205,259,1941,0.0384566,587949,0.651779,399,21,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.1004917462976573,1.190054154417453,1.0303163590928925
1865,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,231,124,18,35,0.696889,-0.696858,-0.615605,-0.110415,-45.6598,-15.5621,269,1796,0.0430038,593511,0.664053,433,254,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.3236484574285219,1.3307689927278352,1.0400631561607923
1866,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,219,137,14,37,0.716693,-0.729793,-0.594542,-0.10622,-40.6099,-17.1928,227,1868,0.041493,590875,0.659803,400,193,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.3612635353690756,1.284016710505957,1.035443854278199
1867,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,156,147,15,62,0.950437,-0.948724,-0.619347,-0.140015,-45.5791,-15.5995,273,1860,0.0373593,583606,0.648526,305,22,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.8052293391529959,1.1560977874052296,1.0227057262870871
1868,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,220,87,29,61,0.569917,-0.566767,-0.634426,-0.100928,-49.2771,-1.22158,283,443,0.0369481,580928,0.647211,188,79,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.0824819417615874,1.143373046572799,1.0180128239951354
1869,aes_run_20260124_204714,aes,1.4,65,0.8,AREA 2,1,0,1,272,112,15,56,0.557009,-0.553296,-0.623325,-0.10951,-46.2537,-15.1772,274,1850,0.037515,583098,0.648979,307,27,305,dataset_root/graphs/raw_graphs/aes_run_20260124_204714_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_204714_clustered.pt,0.526491,0.032315,570649,1.0579649034836303,1.160915983289494,1.0218155118119896
1870,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,145,92,15,64,1.15856,-1.13164,-0.583904,-0.333615,-14.7188,-10.351,84,458,0.071432,1322240,0.595572,408,32,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,2.2005314430825975,2.2104904842952187,2.3170810778604713
1871,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,144,135,26,46,1.02053,-0.940291,-0.260204,-0.160101,-2.38804,-1.95266,35,163,0.0733286,1326940,0.598749,295,188,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.938361719383617,2.2691814946619213,2.3253173141458237
1872,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,203,75,19,50,0.864614,-0.821836,-0.25921,-0.111499,-3.53289,-1.70684,43,308,0.0718047,1321880,0.596076,312,99,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.6422199049936275,2.222023827943679,2.316450217208827
1873,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,165,93,21,54,1.0491,-1.0415,-0.211143,-0.253108,-1.37043,-3.31495,17,264,0.0710938,1317120,0.594795,300,74,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.9926266545866878,2.200024756305121,2.308108837481534
1874,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,252,121,22,45,0.745549,-0.726427,-0.232037,-0.112677,-2.76387,-1.3789,35,246,0.0733407,1330000,0.598616,311,180,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.4160716897344874,2.2695559337768834,2.3306796296847976
1875,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,141,118,16,43,0.83563,-0.83563,-0.0884448,-0.115923,-0.248094,-2.69634,5,366,0.0736929,1332170,0.599385,395,161,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.5871686315625526,2.280454897106607,2.3344823175016516
1876,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,245,80,27,51,0.864407,-0.864407,-0.246049,-0.110006,-3.02728,-0.54137,38,90,0.0716946,1318940,0.595835,232,137,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.6418267358796257,2.218616741451338,2.3112981885537343
1877,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,182,146,29,42,0.91056,-0.91056,-0.267276,-0.112241,-4.00103,-1.44558,45,258,0.0743424,1337760,0.600511,334,227,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.7294882533604563,2.3005539223270923,2.344278181509124
1878,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,265,121,16,55,0.723872,-0.704013,-0.228312,-0.118051,-2.0519,-2.56431,27,355,0.0715454,1319780,0.595552,349,46,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.374899096090911,2.2139996905461854,2.3127701967409036
1879,aes_run_20260124_205215,aes,1.4,57,0.7,DELAY 2,1,1,1,233,105,24,41,0.719262,-0.704344,-0.206454,-0.116719,-2.00066,-1.92608,25,288,0.0749449,1340740,0.601534,376,210,643,dataset_root/graphs/raw_graphs/aes_run_20260124_205215_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205215_clustered.pt,0.526491,0.032315,570649,1.3661430109916406,2.3191985146216925,2.349500305792177
1880,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,233,89,15,55,0.703268,-0.703268,-0.798729,-0.116955,-128.151,-0.236086,636,6,0.033963,926902,0.620268,321,33,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.3357645239899636,1.0509979885502088,1.6242944436948106
1881,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,170,134,21,47,0.704269,-0.68075,-0.86389,-0.111957,-152.838,-0.214353,687,5,0.0365614,932286,0.625917,311,167,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.3376657910581566,1.1314064675847129,1.6337293152182866
1882,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,204,79,23,50,0.778435,-0.721049,-0.808844,-0.118613,-124.44,-0.223236,618,4,0.0350812,926745,0.62283,261,137,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.4785342959328838,1.0856011140337303,1.624019318355066
1883,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,204,102,30,41,0.68959,-0.719896,-0.830155,-0.12289,-126.352,-0.305605,593,8,0.0384057,935996,0.630164,382,235,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.3097849725826272,1.1884790345041,1.640230684711618
1884,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,247,81,18,63,0.59701,-0.612217,-0.832364,-0.119884,-141.252,-0.225969,678,5,0.0331683,924118,0.618434,271,28,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.1339415108710311,1.0264056939501778,1.6194157879887636
1885,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,159,93,27,55,0.80195,-0.836582,-0.987944,-0.111886,-249.746,-0.248965,1041,6,0.0340761,925891,0.620098,216,104,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.5231979274099652,1.0544979111867552,1.6225227766981103
1886,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,241,84,26,57,0.73834,-0.769838,-0.836146,-0.114065,-134.176,-0.20927,646,4,0.0335332,924124,0.61906,217,77,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.4023791479816368,1.037697663623704,1.6194263023329578
1887,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,248,99,17,39,0.685279,-0.71492,-0.814628,-0.122889,-132.532,-0.308216,646,8,0.039015,938106,0.631576,430,220,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.301596798425804,1.2073340553922327,1.6439282290865314
1888,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,209,142,13,38,0.572645,-0.711392,-0.869801,-0.123808,-155.709,-0.298654,703,8,0.0391578,938434,0.631764,465,196,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.0876634168485309,1.2117530558564134,1.644503013235807
1889,aes_run_20260124_205921,aes,0.7,61,0.82,DELAY 4,0,0,1,233,126,27,48,0.788864,-0.734433,-0.815388,-0.111832,-122.207,-0.232216,606,6,0.0359431,928553,0.624811,257,193,130,dataset_root/graphs/raw_graphs/aes_run_20260124_205921_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_205921_clustered.pt,0.526491,0.032315,570649,1.4983428016813203,1.112272938263964,1.6271876407388781
1890,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,169,141,25,40,0.748686,-0.728342,-0.447541,-0.0950626,-6.54394,-1.29415,33,202,0.072563,1393410,0.536386,316,198,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.4220300062109321,2.2454897106606837,2.441798723909093
1891,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,249,138,27,36,0.736516,-0.717223,-0.381174,-0.0942245,-4.91641,-2.2735,29,310,0.0738705,1400140,0.538377,378,232,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.3989147012959384,2.285950796843571,2.453592313313438
1892,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,263,139,23,65,0.720951,-0.720752,-0.395042,-0.104358,-4.83845,-0.94176,28,165,0.0692102,1367860,0.531013,250,39,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.3693510430377727,2.141736035896642,2.3970251415493586
1893,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,234,122,25,69,0.757348,-0.73548,-0.423085,-0.104386,-5.39674,-0.664155,29,117,0.068813,1362170,0.530479,239,40,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.4384823292325983,2.129444530403837,2.3870540384719856
1894,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,266,72,27,44,0.801922,-0.72465,-0.466345,-0.0922979,-6.4712,-0.709893,34,123,0.0714038,1380900,0.534622,252,164,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.5231447451143514,2.2096178245396874,2.419876316264464
1895,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,193,115,20,38,0.838379,-0.838344,-0.311585,-0.0983547,-4.35042,-2.17337,28,300,0.0734923,1400710,0.537742,362,219,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.5923899933712067,2.2742472535974003,2.454591176011874
1896,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,244,75,30,59,0.776152,-0.754912,-0.436835,-0.0989118,-6.32953,-0.392433,34,73,0.0691657,1362960,0.531024,210,71,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.4741980394726593,2.140358966424261,2.3884384271242043
1897,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,261,140,18,58,0.72606,-0.712043,-0.398814,-0.114715,-5.02574,-2.0278,29,315,0.0700227,1374670,0.532337,314,41,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.3790549126195888,2.1668791582856253,2.4089589222096244
1898,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,223,78,27,43,0.816708,-0.722781,-0.468741,-0.10138,-6.68096,-0.779347,37,146,0.0717973,1382440,0.535184,264,175,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.5512287959338336,2.2217948321213057,2.422574997940941
1899,aes_run_20260124_210352,aes,1.4,51,0.72,DELAY 1,1,0,1,259,79,23,44,0.805236,-0.753173,-0.42929,-0.0943829,-5.46664,-1.04882,29,186,0.0711145,1378070,0.53411,263,152,652,dataset_root/graphs/raw_graphs/aes_run_20260124_210352_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_210352_clustered.pt,0.526491,0.032315,570649,1.5294392496737834,2.2006653257001387,2.4149170505862623
1900,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,189,83,27,39,0.6965,-0.700508,-0.796595,-0.115025,-133.42,-0.312602,650,10,0.0386774,952462,0.700966,421,234,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.3229096033930303,1.1968868946309763,1.6690855499615351
1901,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,229,147,22,56,0.733777,-0.721044,-0.756459,-0.119561,-124.995,-0.268108,629,6,0.0337618,928790,0.687891,237,57,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.3937123331642896,1.0447717778121615,1.6276029573345436
1902,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,259,144,22,42,0.694869,-0.714152,-0.707351,-0.124268,-118.375,-0.324486,596,8,0.0376532,946774,0.698325,355,213,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.319811734673527,1.165192634999226,1.6591179516655596
1903,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,271,148,24,48,0.744002,-0.77354,-0.683603,-0.121193,-100.544,-0.335884,518,10,0.0353071,936009,0.692194,261,149,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.4131333679018254,1.0925916756924028,1.640253465790705
1904,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,160,140,27,47,0.757904,-0.790106,-0.695547,-0.120764,-99.0457,-0.330647,517,8,0.0356823,937812,0.693229,258,168,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.4395383776740722,1.1042023827943679,1.643413026221022
1905,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,274,127,15,41,0.696872,-0.69541,-0.737336,-0.113301,-128.949,-0.326352,654,11,0.0384348,950136,0.699678,402,181,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.3236161681776137,1.1893795451028932,1.665009489195635
1906,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,155,131,20,47,0.72924,-0.774042,-0.690021,-0.120882,-103.0,-0.352519,543,9,0.0350839,936481,0.691703,283,134,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.385094901907155,1.0856846665635154,1.6410805942006381
1907,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,235,121,25,49,0.7189,-0.722193,-0.72099,-0.121647,-124.15,-0.291377,635,8,0.0356666,936366,0.692859,260,145,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.3654554398840624,1.1037165403063591,1.640879069270252
1908,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,204,141,24,57,0.751006,-0.744615,-0.760514,-0.118945,-123.587,-0.27189,619,6,0.0334559,928249,0.687375,225,67,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.4264365392760747,1.035305585641343,1.6266549139663786
1909,aes_run_20260124_211023,aes,0.7,68,0.88,DELAY 4,1,0,1,202,143,24,59,0.738278,-0.738469,-0.748527,-0.120832,-112.878,-0.276778,561,7,0.0331984,927057,0.686785,226,50,131,dataset_root/graphs/raw_graphs/aes_run_20260124_211023_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211023_clustered.pt,0.526491,0.032315,570649,1.4022613871842062,1.027337149930373,1.6245660642531574
1910,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,278,126,30,42,0.788501,-0.778062,-0.395898,-0.144467,-49.2762,-2.34033,405,211,0.0747247,1298050,0.619087,417,248,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.4976533312060414,2.3123843416370105,2.274690746851392
1911,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,234,118,27,54,0.726856,-0.730483,-0.422491,-0.134065,-56.6844,-1.62557,434,178,0.0735609,1289950,0.616695,352,185,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.3805668093091807,2.2763701067615654,2.2604963821894017
1912,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,176,130,18,51,1.02696,-1.02693,-0.360655,-0.107165,-58.1111,-1.79862,433,208,0.0738154,1293300,0.617142,385,183,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.950574653697784,2.2842457063283303,2.266366891031089
1913,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,184,93,28,52,0.715121,-0.720661,-0.434012,-0.10857,-58.7995,-1.55998,433,177,0.0741854,1296460,0.617644,363,205,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.3582777293439012,2.2956954974470056,2.271904445639964
1914,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,250,75,25,52,0.761021,-0.757135,-0.429014,-0.108536,-59.0224,-1.59702,439,183,0.0736736,1290650,0.616898,363,204,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.4454587067965072,2.2798576512455515,2.2617230556787096
1915,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,203,101,20,57,0.71946,-0.71719,-0.37546,-0.122762,-64.632,-1.62222,507,196,0.0731867,1286410,0.615909,350,158,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.3665190857963383,2.264790345041002,2.2542929191149024
1916,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,262,91,25,39,0.735308,-0.746148,-0.383075,-0.14711,-58.3571,-2.51562,390,222,0.0765116,1317650,0.62188,456,265,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.3966202651137434,2.367680643663933,2.3090376045520102
1917,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,240,97,16,39,0.734753,-0.736916,-0.391258,-0.14711,-61.9544,-2.6329,463,233,0.0763663,1318480,0.621695,469,257,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,1.3955661160399702,2.3631842797462475,2.310492088832189
1918,aes_run_20260124_211450,aes,1.0,57,0.73,DELAY 0,0,1,1,131,137,14,54,1.11646,-1.22332,-0.615795,-0.214597,-264.924,-4.4357,1331,277,0.073059,1280360,0.615815,415,111,645,dataset_root/graphs/raw_graphs/aes_run_20260124_211450_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260124_211450_clustered.pt,0.526491,0.032315,570649,2.1205680628918633,2.2608386198359893,2.243690955385885
